t,x
1.7954202015, -1.3566612314
1.7963626793, -1.3566506828
1.7973051571, -1.3566392683
1.7982476349, -1.3566269883
1.7991901127, -1.3566138429
1.8001325905, -1.3565998323
1.8010750683, -1.3565849567
1.8020175461, -1.3565692163
1.8029600239, -1.3565526112
1.8039025017, -1.3565351417
1.8048449795, -1.3565168080
1.8057874573, -1.3564976103
1.8067299351, -1.3564775486
1.8076724129, -1.3564566234
1.8086148907, -1.3564348346
1.8095573685, -1.3564121826
1.8104998463, -1.3563886676
1.8114423241, -1.3563642896
1.8123848019, -1.3563390490
1.8133272797, -1.3563129460
1.8142697574, -1.3562859806
1.8152122352, -1.3562581532
1.8161547130, -1.3562294639
1.8170971908, -1.3561999130
1.8180396686, -1.3561695006
1.8189821464, -1.3561382270
1.8199246242, -1.3561060923
1.8208671020, -1.3560730968
1.8218095798, -1.3560392406
1.8227520576, -1.3560045240
1.8236945354, -1.3559689472
1.8246370132, -1.3559325104
1.8255794910, -1.3558952138
1.8265219688, -1.3558570576
1.8274644466, -1.3558180420
1.8284069244, -1.3557781672
1.8293494022, -1.3557374335
1.8302918800, -1.3556958411
1.8312343578, -1.3556533901
1.8321768356, -1.3556100808
1.8331193134, -1.3555659134
1.8340617912, -1.3555208882
1.8350042690, -1.3554750053
1.8359467468, -1.3554282649
1.8368892246, -1.3553806674
1.8378317024, -1.3553322128
1.8387741801, -1.3552829014
1.8397166579, -1.3552327335
1.8406591357, -1.3551817092
1.8416016135, -1.3551298289
1.8425440913, -1.3550770926
1.8434865691, -1.3550235007
1.8444290469, -1.3549690533
1.8453715247, -1.3549137507
1.8463140025, -1.3548575931
1.8472564803, -1.3548005808
1.8481989581, -1.3547427139
1.8491414359, -1.3546839927
1.8500839137, -1.3546244174
1.8510263915, -1.3545639883
1.8519688693, -1.3545027056
1.8529113471, -1.3544405695
1.8538538249, -1.3543775802
1.8547963027, -1.3543137380
1.8557387805, -1.3542490432
1.8566812583, -1.3541834959
1.8576237361, -1.3541170964
1.8585662139, -1.3540498449
1.8595086917, -1.3539817416
1.8604511695, -1.3539127869
1.8613936473, -1.3538429809
1.8623361250, -1.3537723239
1.8632786028, -1.3537008161
1.8642210806, -1.3536284578
1.8651635584, -1.3535552491
1.8661060362, -1.3534811904
1.8670485140, -1.3534062819
1.8679909918, -1.3533305238
1.8689334696, -1.3532539164
1.8698759474, -1.3531764600
1.8708184252, -1.3530981547
1.8717609030, -1.3530190008
1.8727033808, -1.3529389985
1.8736458586, -1.3528581482
1.8745883364, -1.3527764500
1.8755308142, -1.3526939043
1.8764732920, -1.3526105112
1.8774157698, -1.3525262710
1.8783582476, -1.3524411840
1.8793007254, -1.3523552504
1.8802432032, -1.3522684705
1.8811856810, -1.3521808445
1.8821281588, -1.3520923726
1.8830706366, -1.3520030553
1.8840131144, -1.3519128926
1.8849555922, -1.3518218848
1.8858980699, -1.3517300323
1.8868405477, -1.3516373353
1.8877830255, -1.3515437939
1.8887255033, -1.3514494086
1.8896679811, -1.3513541795
1.8906104589, -1.3512581069
1.8915529367, -1.3511611911
1.8924954145, -1.3510634324
1.8934378923, -1.3509648309
1.8943803701, -1.3508653870
1.8953228479, -1.3507651010
1.8962653257, -1.3506639731
1.8972078035, -1.3505620035
1.8981502813, -1.3504591925
1.8990927591, -1.3503555405
1.9000352369, -1.3502510476
1.9009777147, -1.3501457142
1.9019201925, -1.3500395405
1.9028626703, -1.3499325268
1.9038051481, -1.3498246734
1.9047476259, -1.3497159804
1.9056901037, -1.3496064483
1.9066325815, -1.3494960773
1.9075750593, -1.3493848677
1.9085175371, -1.3492728196
1.9094600149, -1.3491599335
1.9104024926, -1.3490462096
1.9113449704, -1.3489316481
1.9122874482, -1.3488162494
1.9132299260, -1.3487000137
1.9141724038, -1.3485829413
1.9151148816, -1.3484650325
1.9160573594, -1.3483462876
1.9169998372, -1.3482267069
1.9179423150, -1.3481062905
1.9188847928, -1.3479850389
1.9198272706, -1.3478629523
1.9207697484, -1.3477400310
1.9217122262, -1.3476162753
1.9226547040, -1.3474916855
1.9235971818, -1.3473662618
1.9245396596, -1.3472400045
1.9254821374, -1.3471129140
1.9264246152, -1.3469849905
1.9273670930, -1.3468562343
1.9283095708, -1.3467266458
1.9292520486, -1.3465962251
1.9301945264, -1.3464649726
1.9311370042, -1.3463328886
1.9320794820, -1.3461999734
1.9330219598, -1.3460662273
1.9339644375, -1.3459316506
1.9349069153, -1.3457962435
1.9358493931, -1.3456600064
1.9367918709, -1.3455229395
1.9377343487, -1.3453850433
1.9386768265, -1.3452463179
1.9396193043, -1.3451067636
1.9405617821, -1.3449663809
1.9415042599, -1.3448251699
1.9424467377, -1.3446831309
1.9433892155, -1.3445402644
1.9443316933, -1.3443965705
1.9452741711, -1.3442520497
1.9462166489, -1.3441067021
1.9471591267, -1.3439605281
1.9481016045, -1.3438135280
1.9490440823, -1.3436657022
1.9499865601, -1.3435170508
1.9509290379, -1.3433675743
1.9518715157, -1.3432172730
1.9528139935, -1.3430661471
1.9537564713, -1.3429141969
1.9546989491, -1.3427614229
1.9556414269, -1.3426078252
1.9565839047, -1.3424534043
1.9575263825, -1.3422981603
1.9584688602, -1.3421420937
1.9594113380, -1.3419852048
1.9603538158, -1.3418274938
1.9612962936, -1.3416689611
1.9622387714, -1.3415096070
1.9631812492, -1.3413494319
1.9641237270, -1.3411884360
1.9650662048, -1.3410266196
1.9660086826, -1.3408639831
1.9669511604, -1.3407005269
1.9678936382, -1.3405362511
1.9688361160, -1.3403711563
1.9697785938, -1.3402052426
1.9707210716, -1.3400385104
1.9716635494, -1.3398709600
1.9726060272, -1.3397025918
1.9735485050, -1.3395334061
1.9744909828, -1.3393634031
1.9754334606, -1.3391925834
1.9763759384, -1.3390209470
1.9773184162, -1.3388484945
1.9782608940, -1.3386752261
1.9792033718, -1.3385011422
1.9801458496, -1.3383262431
1.9810883274, -1.3381505290
1.9820308051, -1.3379740005
1.9829732829, -1.3377966577
1.9839157607, -1.3376185011
1.9848582385, -1.3374395309
1.9858007163, -1.3372597475
1.9867431941, -1.3370791513
1.9876856719, -1.3368977425
1.9886281497, -1.3367155216
1.9895706275, -1.3365324888
1.9905131053, -1.3363486444
1.9914555831, -1.3361639890
1.9923980609, -1.3359785227
1.9933405387, -1.3357922459
1.9942830165, -1.3356051590
1.9952254943, -1.3354172622
1.9961679721, -1.3352285561
1.9971104499, -1.3350390408
1.9980529277, -1.3348487167
1.9989954055, -1.3346575843
1.9999378833, -1.3344656437
2.0008803611, -1.3342728955
2.0018228389, -1.3340793399
2.0027653167, -1.3338849772
2.0037077945, -1.3336898079
2.0046502723, -1.3334938323
2.0055927501, -1.3332970507
2.0065352278, -1.3330994635
2.0074777056, -1.3329010710
2.0084201834, -1.3327018736
2.0093626612, -1.3325018717
2.0103051390, -1.3323010655
2.0112476168, -1.3320994556
2.0121900946, -1.3318970421
2.0131325724, -1.3316938255
2.0140750502, -1.3314898061
2.0150175280, -1.3312849843
2.0159600058, -1.3310793605
2.0169024836, -1.3308729349
2.0178449614, -1.3306657080
2.0187874392, -1.3304576802
2.0197299170, -1.3302488517
2.0206723948, -1.3300392230
2.0216148726, -1.3298287944
2.0225573504, -1.3296175663
2.0234998282, -1.3294055391
2.0244423060, -1.3291927130
2.0253847838, -1.3289790886
2.0263272616, -1.3287646660
2.0272697394, -1.3285494458
2.0282122172, -1.3283334283
2.0291546950, -1.3281166138
2.0300971727, -1.3278990028
2.0310396505, -1.3276805955
2.0319821283, -1.3274613924
2.0329246061, -1.3272413939
2.0338670839, -1.3270206002
2.0348095617, -1.3267990119
2.0357520395, -1.3265766292
2.0366945173, -1.3263534525
2.0376369951, -1.3261294822
2.0385794729, -1.3259047187
2.0395219507, -1.3256791624
2.0404644285, -1.3254528137
2.0414069063, -1.3252256728
2.0423493841, -1.3249977402
2.0432918619, -1.3247690163
2.0442343397, -1.3245395015
2.0451768175, -1.3243091961
2.0461192953, -1.3240781006
2.0470617731, -1.3238462152
2.0480042509, -1.3236135404
2.0489467287, -1.3233800766
2.0498892065, -1.3231458242
2.0508316843, -1.3229107835
2.0517741621, -1.3226749549
2.0527166399, -1.3224383388
2.0536591177, -1.3222009357
2.0546015954, -1.3219627458
2.0555440732, -1.3217237696
2.0564865510, -1.3214840075
2.0574290288, -1.3212434598
2.0583715066, -1.3210021270
2.0593139844, -1.3207600095
2.0602564622, -1.3205171076
2.0611989400, -1.3202734217
2.0621414178, -1.3200289522
2.0630838956, -1.3197836995
2.0640263734, -1.3195376641
2.0649688512, -1.3192908463
2.0659113290, -1.3190432465
2.0668538068, -1.3187948650
2.0677962846, -1.3185457024
2.0687387624, -1.3182957590
2.0696812402, -1.3180450352
2.0706237180, -1.3177935314
2.0715661958, -1.3175412480
2.0725086736, -1.3172881853
2.0734511514, -1.3170343439
2.0743936292, -1.3167797241
2.0753361070, -1.3165243264
2.0762785848, -1.3162681510
2.0772210626, -1.3160111984
2.0781635403, -1.3157534691
2.0791060181, -1.3154949634
2.0800484959, -1.3152356818
2.0809909737, -1.3149756246
2.0819334515, -1.3147147922
2.0828759293, -1.3144531851
2.0838184071, -1.3141908037
2.0847608849, -1.3139276484
2.0857033627, -1.3136637196
2.0866458405, -1.3133990177
2.0875883183, -1.3131335431
2.0885307961, -1.3128672962
2.0894732739, -1.3126002775
2.0904157517, -1.3123324874
2.0913582295, -1.3120639262
2.0923007073, -1.3117945945
2.0932431851, -1.3115244925
2.0941856629, -1.3112536208
2.0951281407, -1.3109819797
2.0960706185, -1.3107095697
2.0970130963, -1.3104363912
2.0979555741, -1.3101624446
2.0988980519, -1.3098877303
2.0998405297, -1.3096122487
2.1007830075, -1.3093360003
2.1017254853, -1.3090589856
2.1026679630, -1.3087812048
2.1036104408, -1.3085026585
2.1045529186, -1.3082233470
2.1054953964, -1.3079432708
2.1064378742, -1.3076624304
2.1073803520, -1.3073808261
2.1083228298, -1.3070984584
2.1092653076, -1.3068153276
2.1102077854, -1.3065314343
2.1111502632, -1.3062467789
2.1120927410, -1.3059613617
2.1130352188, -1.3056751833
2.1139776966, -1.3053882440
2.1149201744, -1.3051005443
2.1158626522, -1.3048120846
2.1168051300, -1.3045228654
2.1177476078, -1.3042328871
2.1186900856, -1.3039421501
2.1196325634, -1.3036506548
2.1205750412, -1.3033584017
2.1215175190, -1.3030653913
2.1224599968, -1.3027716239
2.1234024746, -1.3024771000
2.1243449524, -1.3021818201
2.1252874302, -1.3018857846
2.1262299079, -1.3015889939
2.1271723857, -1.3012914484
2.1281148635, -1.3009931487
2.1290573413, -1.3006940951
2.1299998191, -1.3003942881
2.1309422969, -1.3000937282
2.1318847747, -1.2997924157
2.1328272525, -1.2994903512
2.1337697303, -1.2991875350
2.1347122081, -1.2988839677
2.1356546859, -1.2985796496
2.1365971637, -1.2982745812
2.1375396415, -1.2979687630
2.1384821193, -1.2976621954
2.1394245971, -1.2973548789
2.1403670749, -1.2970468139
2.1413095527, -1.2967380008
2.1422520305, -1.2964284402
2.1431945083, -1.2961181324
2.1441369861, -1.2958070779
2.1450794639, -1.2954952773
2.1460219417, -1.2951827308
2.1469644195, -1.2948694391
2.1479068973, -1.2945554024
2.1488493751, -1.2942406214
2.1497918529, -1.2939250965
2.1507343306, -1.2936088280
2.1516768084, -1.2932918165
2.1526192862, -1.2929740624
2.1535617640, -1.2926555663
2.1545042418, -1.2923363285
2.1554467196, -1.2920163494
2.1563891974, -1.2916956297
2.1573316752, -1.2913741697
2.1582741530, -1.2910519699
2.1592166308, -1.2907290307
2.1601591086, -1.2904053527
2.1611015864, -1.2900809363
2.1620440642, -1.2897557819
2.1629865420, -1.2894298900
2.1639290198, -1.2891032612
2.1648714976, -1.2887758958
2.1658139754, -1.2884477943
2.1667564532, -1.2881189572
2.1676989310, -1.2877893850
2.1686414088, -1.2874590781
2.1695838866, -1.2871280370
2.1705263644, -1.2867962622
2.1714688422, -1.2864637541
2.1724113200, -1.2861305133
2.1733537978, -1.2857965401
2.1742962755, -1.2854618351
2.1752387533, -1.2851263988
2.1761812311, -1.2847902316
2.1771237089, -1.2844533340
2.1780661867, -1.2841157064
2.1790086645, -1.2837773494
2.1799511423, -1.2834382635
2.1808936201, -1.2830984490
2.1818360979, -1.2827579065
2.1827785757, -1.2824166365
2.1837210535, -1.2820746394
2.1846635313, -1.2817319158
2.1856060091, -1.2813884661
2.1865484869, -1.2810442907
2.1874909647, -1.2806993902
2.1884334425, -1.2803537651
2.1893759203, -1.2800074159
2.1903183981, -1.2796603429
2.1912608759, -1.2793125468
2.1922033537, -1.2789640280
2.1931458315, -1.2786147870
2.1940883093, -1.2782648242
2.1950307871, -1.2779141402
2.1959732649, -1.2775627355
2.1969157427, -1.2772106105
2.1978582205, -1.2768577657
2.1988006982, -1.2765042017
2.1997431760, -1.2761499188
2.2006856538, -1.2757949177
2.2016281316, -1.2754391988
2.2025706094, -1.2750827626
2.2035130872, -1.2747256095
2.2044555650, -1.2743677402
2.2053980428, -1.2740091550
2.2063405206, -1.2736498545
2.2072829984, -1.2732898391
2.2082254762, -1.2729291095
2.2091679540, -1.2725676660
2.2101104318, -1.2722055091
2.2110529096, -1.2718426394
2.2119953874, -1.2714790574
2.2129378652, -1.2711147636
2.2138803430, -1.2707497584
2.2148228208, -1.2703840424
2.2157652986, -1.2700176160
2.2167077764, -1.2696504799
2.2176502542, -1.2692826343
2.2185927320, -1.2689140800
2.2195352098, -1.2685448174
2.2204776876, -1.2681748469
2.2214201654, -1.2678041692
2.2223626431, -1.2674327846
2.2233051209, -1.2670606938
2.2242475987, -1.2666878972
2.2251900765, -1.2663143953
2.2261325543, -1.2659401886
2.2270750321, -1.2655652777
2.2280175099, -1.2651896630
2.2289599877, -1.2648133451
2.2299024655, -1.2644363245
2.2308449433, -1.2640586017
2.2317874211, -1.2636801772
2.2327298989, -1.2633010515
2.2336723767, -1.2629212251
2.2346148545, -1.2625406986
2.2355573323, -1.2621594724
2.2364998101, -1.2617775472
2.2374422879, -1.2613949233
2.2383847657, -1.2610116013
2.2393272435, -1.2606275818
2.2402697213, -1.2602428652
2.2412121991, -1.2598574521
2.2421546769, -1.2594713429
2.2430971547, -1.2590845383
2.2440396325, -1.2586970387
2.2449821103, -1.2583088447
2.2459245881, -1.2579199567
2.2468670658, -1.2575303754
2.2478095436, -1.2571401011
2.2487520214, -1.2567491345
2.2496944992, -1.2563574761
2.2506369770, -1.2559651263
2.2515794548, -1.2555720858
2.2525219326, -1.2551783550
2.2534644104, -1.2547839345
2.2544068882, -1.2543888249
2.2553493660, -1.2539930265
2.2562918438, -1.2535965400
2.2572343216, -1.2531993659
2.2581767994, -1.2528015047
2.2591192772, -1.2524029569
2.2600617550, -1.2520037232
2.2610042328, -1.2516038039
2.2619467106, -1.2512031997
2.2628891884, -1.2508019111
2.2638316662, -1.2503999386
2.2647741440, -1.2499972828
2.2657166218, -1.2495939441
2.2666590996, -1.2491899231
2.2676015774, -1.2487852204
2.2685440552, -1.2483798365
2.2694865330, -1.2479737720
2.2704290107, -1.2475670273
2.2713714885, -1.2471596030
2.2723139663, -1.2467514996
2.2732564441, -1.2463427178
2.2741989219, -1.2459332579
2.2751413997, -1.2455231207
2.2760838775, -1.2451123065
2.2770263553, -1.2447008160
2.2779688331, -1.2442886497
2.2789113109, -1.2438758082
2.2798537887, -1.2434622919
2.2807962665, -1.2430481014
2.2817387443, -1.2426332374
2.2826812221, -1.2422177002
2.2836236999, -1.2418014905
2.2845661777, -1.2413846088
2.2855086555, -1.2409670557
2.2864511333, -1.2405488317
2.2873936111, -1.2401299374
2.2883360889, -1.2397103732
2.2892785667, -1.2392901399
2.2902210445, -1.2388692378
2.2911635223, -1.2384476676
2.2921060001, -1.2380254298
2.2930484779, -1.2376025250
2.2939909557, -1.2371789537
2.2949334334, -1.2367547164
2.2958759112, -1.2363298138
2.2968183890, -1.2359042464
2.2977608668, -1.2354780147
2.2987033446, -1.2350511193
2.2996458224, -1.2346235607
2.3005883002, -1.2341953396
2.3015307780, -1.2337664564
2.3024732558, -1.2333369118
2.3034157336, -1.2329067062
2.3043582114, -1.2324758403
2.3053006892, -1.2320443145
2.3062431670, -1.2316121296
2.3071856448, -1.2311792859
2.3081281226, -1.2307457842
2.3090706004, -1.2303116249
2.3100130782, -1.2298768086
2.3109555560, -1.2294413359
2.3118980338, -1.2290052073
2.3128405116, -1.2285684234
2.3137829894, -1.2281309848
2.3147254672, -1.2276928920
2.3156679450, -1.2272541457
2.3166104228, -1.2268147463
2.3175529006, -1.2263746944
2.3184953783, -1.2259339907
2.3194378561, -1.2254926356
2.3203803339, -1.2250506298
2.3213228117, -1.2246079738
2.3222652895, -1.2241646682
2.3232077673, -1.2237207135
2.3241502451, -1.2232761103
2.3250927229, -1.2228308593
2.3260352007, -1.2223849609
2.3269776785, -1.2219384158
2.3279201563, -1.2214912245
2.3288626341, -1.2210433876
2.3298051119, -1.2205949057
2.3307475897, -1.2201457793
2.3316900675, -1.2196960091
2.3326325453, -1.2192455955
2.3335750231, -1.2187945392
2.3345175009, -1.2183428408
2.3354599787, -1.2178905008
2.3364024565, -1.2174375199
2.3373449343, -1.2169838985
2.3382874121, -1.2165296373
2.3392298899, -1.2160747368
2.3401723677, -1.2156191977
2.3411148455, -1.2151630206
2.3420573233, -1.2147062059
2.3429998010, -1.2142487543
2.3439422788, -1.2137906663
2.3448847566, -1.2133319427
2.3458272344, -1.2128725838
2.3467697122, -1.2124125904
2.3477121900, -1.2119519630
2.3486546678, -1.2114907022
2.3495971456, -1.2110288086
2.3505396234, -1.2105662828
2.3514821012, -1.2101031253
2.3524245790, -1.2096393367
2.3533670568, -1.2091749178
2.3543095346, -1.2087098689
2.3552520124, -1.2082441907
2.3561944902, -1.2077778839
2.3571369680, -1.2073109490
2.3580794458, -1.2068433865
2.3590219236, -1.2063751972
2.3599644014, -1.2059063815
2.3609068792, -1.2054369401
2.3618493570, -1.2049668736
2.3627918348, -1.2044961825
2.3637343126, -1.2040248675
2.3646767904, -1.2035529291
2.3656192682, -1.2030803680
2.3665617459, -1.2026071848
2.3675042237, -1.2021333800
2.3684467015, -1.2016589542
2.3693891793, -1.2011839081
2.3703316571, -1.2007082423
2.3712741349, -1.2002319572
2.3722166127, -1.1997550537
2.3731590905, -1.1992775321
2.3741015683, -1.1987993932
2.3750440461, -1.1983206376
2.3759865239, -1.1978412658
2.3769290017, -1.1973612785
2.3778714795, -1.1968806762
2.3788139573, -1.1963994596
2.3797564351, -1.1959176293
2.3806989129, -1.1954351858
2.3816413907, -1.1949521299
2.3825838685, -1.1944684620
2.3835263463, -1.1939841828
2.3844688241, -1.1934992929
2.3854113019, -1.1930137929
2.3863537797, -1.1925276834
2.3872962575, -1.1920409651
2.3882387353, -1.1915536385
2.3891812131, -1.1910657042
2.3901236909, -1.1905771629
2.3910661686, -1.1900880152
2.3920086464, -1.1895982617
2.3929511242, -1.1891079029
2.3938936020, -1.1886169396
2.3948360798, -1.1881253723
2.3957785576, -1.1876332016
2.3967210354, -1.1871404282
2.3976635132, -1.1866470526
2.3986059910, -1.1861530755
2.3995484688, -1.1856584975
2.4004909466, -1.1851633193
2.4014334244, -1.1846675413
2.4023759022, -1.1841711643
2.4033183800, -1.1836741889
2.4042608578, -1.1831766157
2.4052033356, -1.1826784453
2.4061458134, -1.1821796783
2.4070882912, -1.1816803153
2.4080307690, -1.1811803570
2.4089732468, -1.1806798040
2.4099157246, -1.1801786569
2.4108582024, -1.1796769164
2.4118006802, -1.1791745830
2.4127431580, -1.1786716574
2.4136856358, -1.1781681402
2.4146281135, -1.1776640320
2.4155705913, -1.1771593335
2.4165130691, -1.1766540452
2.4174555469, -1.1761481679
2.4183980247, -1.1756417021
2.4193405025, -1.1751346485
2.4202829803, -1.1746270076
2.4212254581, -1.1741187802
2.4221679359, -1.1736099668
2.4231104137, -1.1731005681
2.4240528915, -1.1725905847
2.4249953693, -1.1720800172
2.4259378471, -1.1715688663
2.4268803249, -1.1710571326
2.4278228027, -1.1705448168
2.4287652805, -1.1700319194
2.4297077583, -1.1695184411
2.4306502361, -1.1690043825
2.4315927139, -1.1684897443
2.4325351917, -1.1679745271
2.4334776695, -1.1674587315
2.4344201473, -1.1669423582
2.4353626251, -1.1664254078
2.4363051029, -1.1659078809
2.4372475807, -1.1653897783
2.4381900585, -1.1648711004
2.4391325362, -1.1643518480
2.4400750140, -1.1638320217
2.4410174918, -1.1633116221
2.4419599696, -1.1627906499
2.4429024474, -1.1622691057
2.4438449252, -1.1617469902
2.4447874030, -1.1612243040
2.4457298808, -1.1607010477
2.4466723586, -1.1601772220
2.4476148364, -1.1596528275
2.4485573142, -1.1591278648
2.4494997920, -1.1586023347
2.4504422698, -1.1580762377
2.4513847476, -1.1575495746
2.4523272254, -1.1570223459
2.4532697032, -1.1564945522
2.4542121810, -1.1559661943
2.4551546588, -1.1554372728
2.4560971366, -1.1549077883
2.4570396144, -1.1543777415
2.4579820922, -1.1538471331
2.4589245700, -1.1533159636
2.4598670478, -1.1527842337
2.4608095256, -1.1522519441
2.4617520034, -1.1517190954
2.4626944811, -1.1511856883
2.4636369589, -1.1506517234
2.4645794367, -1.1501172014
2.4655219145, -1.1495821230
2.4664643923, -1.1490464887
2.4674068701, -1.1485102993
2.4683493479, -1.1479735553
2.4692918257, -1.1474362575
2.4702343035, -1.1468984065
2.4711767813, -1.1463600029
2.4721192591, -1.1458210475
2.4730617369, -1.1452815408
2.4740042147, -1.1447414836
2.4749466925, -1.1442008764
2.4758891703, -1.1436597200
2.4768316481, -1.1431180149
2.4777741259, -1.1425757619
2.4787166037, -1.1420329617
2.4796590815, -1.1414896148
2.4806015593, -1.1409457219
2.4815440371, -1.1404012838
2.4824865149, -1.1398563010
2.4834289927, -1.1393107742
2.4843714705, -1.1387647041
2.4853139483, -1.1382180913
2.4862564261, -1.1376709365
2.4871989038, -1.1371232404
2.4881413816, -1.1365750037
2.4890838594, -1.1360262269
2.4900263372, -1.1354769108
2.4909688150, -1.1349270561
2.4919112928, -1.1343766633
2.4928537706, -1.1338257332
2.4937962484, -1.1332742664
2.4947387262, -1.1327222636
2.4956812040, -1.1321697254
2.4966236818, -1.1316166526
2.4975661596, -1.1310630458
2.4985086374, -1.1305089057
2.4994511152, -1.1299542329
2.5003935930, -1.1293990281
2.5013360708, -1.1288432920
2.5022785486, -1.1282870252
2.5032210264, -1.1277302284
2.5041635042, -1.1271729024
2.5051059820, -1.1266150477
2.5060484598, -1.1260566651
2.5069909376, -1.1254977551
2.5079334154, -1.1249383186
2.5088758932, -1.1243783561
2.5098183710, -1.1238178683
2.5107608487, -1.1232568560
2.5117033265, -1.1226953197
2.5126458043, -1.1221332603
2.5135882821, -1.1215706782
2.5145307599, -1.1210075743
2.5154732377, -1.1204439491
2.5164157155, -1.1198798035
2.5173581933, -1.1193151380
2.5183006711, -1.1187499533
2.5192431489, -1.1181842501
2.5201856267, -1.1176180291
2.5211281045, -1.1170512910
2.5220705823, -1.1164840364
2.5230130601, -1.1159162661
2.5239555379, -1.1153479807
2.5248980157, -1.1147791809
2.5258404935, -1.1142098673
2.5267829713, -1.1136400408
2.5277254491, -1.1130697018
2.5286679269, -1.1124988512
2.5296104047, -1.1119274897
2.5305528825, -1.1113556178
2.5314953603, -1.1107832363
2.5324378381, -1.1102103459
2.5333803159, -1.1096369472
2.5343227937, -1.1090630410
2.5352652714, -1.1084886279
2.5362077492, -1.1079137086
2.5371502270, -1.1073382838
2.5380927048, -1.1067623543
2.5390351826, -1.1061859206
2.5399776604, -1.1056089835
2.5409201382, -1.1050315436
2.5418626160, -1.1044536017
2.5428050938, -1.1038751585
2.5437475716, -1.1032962146
2.5446900494, -1.1027167707
2.5456325272, -1.1021368276
2.5465750050, -1.1015563858
2.5475174828, -1.1009754462
2.5484599606, -1.1003940094
2.5494024384, -1.0998120760
2.5503449162, -1.0992296469
2.5512873940, -1.0986467226
2.5522298718, -1.0980633039
2.5531723496, -1.0974793915
2.5541148274, -1.0968949861
2.5550573052, -1.0963100883
2.5559997830, -1.0957246989
2.5569422608, -1.0951388185
2.5578847386, -1.0945524480
2.5588272163, -1.0939655878
2.5597696941, -1.0933782389
2.5607121719, -1.0927904017
2.5616546497, -1.0922020772
2.5625971275, -1.0916132659
2.5635396053, -1.0910239685
2.5644820831, -1.0904341858
2.5654245609, -1.0898439185
2.5663670387, -1.0892531672
2.5673095165, -1.0886619327
2.5682519943, -1.0880702157
2.5691944721, -1.0874780168
2.5701369499, -1.0868853368
2.5710794277, -1.0862921764
2.5720219055, -1.0856985362
2.5729643833, -1.0851044171
2.5739068611, -1.0845098196
2.5748493389, -1.0839147445
2.5757918167, -1.0833191926
2.5767342945, -1.0827231644
2.5776767723, -1.0821266607
2.5786192501, -1.0815296823
2.5795617279, -1.0809322298
2.5805042057, -1.0803343040
2.5814466835, -1.0797359055
2.5823891613, -1.0791370350
2.5833316390, -1.0785376933
2.5842741168, -1.0779378811
2.5852165946, -1.0773375991
2.5861590724, -1.0767368480
2.5871015502, -1.0761356284
2.5880440280, -1.0755339412
2.5889865058, -1.0749317871
2.5899289836, -1.0743291666
2.5908714614, -1.0737260807
2.5918139392, -1.0731225299
2.5927564170, -1.0725185150
2.5936988948, -1.0719140366
2.5946413726, -1.0713090956
2.5955838504, -1.0707036926
2.5965263282, -1.0700978284
2.5974688060, -1.0694915036
2.5984112838, -1.0688847190
2.5993537616, -1.0682774753
2.6002962394, -1.0676697732
2.6012387172, -1.0670616134
2.6021811950, -1.0664529966
2.6031236728, -1.0658439237
2.6040661506, -1.0652343951
2.6050086284, -1.0646244118
2.6059511062, -1.0640139744
2.6068935839, -1.0634030837
2.6078360617, -1.0627917403
2.6087785395, -1.0621799449
2.6097210173, -1.0615676984
2.6106634951, -1.0609550014
2.6116059729, -1.0603418546
2.6125484507, -1.0597282588
2.6134909285, -1.0591142147
2.6144334063, -1.0584997230
2.6153758841, -1.0578847844
2.6163183619, -1.0572693997
2.6172608397, -1.0566535695
2.6182033175, -1.0560372947
2.6191457953, -1.0554205759
2.6200882731, -1.0548034138
2.6210307509, -1.0541858093
2.6219732287, -1.0535677629
2.6229157065, -1.0529492754
2.6238581843, -1.0523303477
2.6248006621, -1.0517109803
2.6257431399, -1.0510911740
2.6266856177, -1.0504709295
2.6276280955, -1.0498502477
2.6285705733, -1.0492291291
2.6295130511, -1.0486075746
2.6304555289, -1.0479855848
2.6313980066, -1.0473631605
2.6323404844, -1.0467403024
2.6332829622, -1.0461170113
2.6342254400, -1.0454932879
2.6351679178, -1.0448691328
2.6361103956, -1.0442445469
2.6370528734, -1.0436195309
2.6379953512, -1.0429940855
2.6389378290, -1.0423682115
2.6398803068, -1.0417419095
2.6408227846, -1.0411151803
2.6417652624, -1.0404880247
2.6427077402, -1.0398604433
2.6436502180, -1.0392324370
2.6445926958, -1.0386040064
2.6455351736, -1.0379751523
2.6464776514, -1.0373458754
2.6474201292, -1.0367161764
2.6483626070, -1.0360860562
2.6493050848, -1.0354555154
2.6502475626, -1.0348245548
2.6511900404, -1.0341931750
2.6521325182, -1.0335613769
2.6530749960, -1.0329291612
2.6540174738, -1.0322965286
2.6549599515, -1.0316634799
2.6559024293, -1.0310300158
2.6568449071, -1.0303961370
2.6577873849, -1.0297618443
2.6587298627, -1.0291271384
2.6596723405, -1.0284920201
2.6606148183, -1.0278564901
2.6615572961, -1.0272205491
2.6624997739, -1.0265841980
2.6634422517, -1.0259474373
2.6643847295, -1.0253102680
2.6653272073, -1.0246726906
2.6662696851, -1.0240347061
2.6672121629, -1.0233963150
2.6681546407, -1.0227575182
2.6690971185, -1.0221183163
2.6700395963, -1.0214787103
2.6709820741, -1.0208387007
2.6719245519, -1.0201982883
2.6728670297, -1.0195574739
2.6738095075, -1.0189162583
